Column1;Thématique;contenu_poste
221;éolienne;"Bonjour, Attention ! le texte de l'arrêté est beaucoup moins affirmatif : il ajoute : « Par dérogation, la partie inférieure des fondations peut être maintenue dans le sol sur la base d'une étude adressée au préfet démontrant que le bilan environnemental du décaissement total est défavorable, sans que la profondeur excavée ne puisse être inférieure à 2 mètres dans les terrains à usage forestier au titre du document d'urbanisme opposable et 1 m dans les autres cas ». Ceci vide quasiment de tout sens l'obligation d'« excavation de la totalité des fondations jusqu'à la base de leur semelle ». En effet, il sera facile pour les propriétaires des éoliennes de démontrer que « le bilan environnemental du décaissement total est défavorable », étant donné que ce décaissement va entrainer des émissions considérables de CO2 : déplacement des engins de chantiers, marteaux-piqueurs, évacuation des déchets de béton, etc. Comme toujours, la réglementation ménage la chèvre et le chou ! De plus, il est bien évident que dans la quasi-totalité des cas, les éoliennes démantelées seront remplacées par d'autres plus modernes, donc plus grandes, donc nécessitant des socles de béton bien plus volumineux. C'est ce qu'on constate déjà en Allemagne. L'artificialisation des sols sera donc pérennisée et accrue.--Jpjanuel (discuter) 14 septembre 2021 à 15:29 (CEST)[répondre]
Je me demande quand même quelle est la pertinence d'ajouter une telle information sur l'article général sur les éoliennes. Premièrement, je doute que cela soit une spécificité des éoliennes, puisque n'importe quel bâtiment aura des fondations de la sorte, et puis il existe un article « Énergie éolienne en France » qui devrait contenir toutes les informations qui sont spécifiques à la France. - Espandero (discuter) 14 septembre 2021 à 22:13 (CEST)[répondre]
En fait la modification a déjà été faite le 1er septembre 2021. Ydecreux (discuter) 14 septembre 2021 à 22:30 (CEST)[répondre]
Je sais, mais puisque cette modification a impliqué plusieurs personnes et que ce sujet de discussion existe je préfère passer par ici plutôt que de simplement révoquer. - Espandero (discuter) 14 septembre 2021 à 22:48 (CEST)[répondre]
Révoquer, je dirais non, car d'autres modifications ont été faites depuis, et le court paragraphe qui précédait n'était pas sourcé. Retirer le paragraphe sur les fondations ou le remplacer par un paragraphe sourcé plus international, pourquoi pas, si les autres contributeurs sont d'accord. Ydecreux (discuter) 14 septembre 2021 à 23:32 (CEST)[répondre]
Effectivement j'avais oublié qu'il existait déjà une précision sur ce sujet. Il faudrait alors plutôt déplacer cela sur Énergie éolienne en France, à moins qu'il soit possible d'internationaliser. - Espandero (discuter) 15 septembre 2021 à 00:20 (CEST)[répondre]"
222;éolienne;"Je me demande quand même quelle est la pertinence d'ajouter une telle information sur l'article général sur les éoliennes. Premièrement, je doute que cela soit une spécificité des éoliennes, puisque n'importe quel bâtiment aura des fondations de la sorte, et puis il existe un article « Énergie éolienne en France » qui devrait contenir toutes les informations qui sont spécifiques à la France. - Espandero (discuter) 14 septembre 2021 à 22:13 (CEST)[répondre]
En fait la modification a déjà été faite le 1er septembre 2021. Ydecreux (discuter) 14 septembre 2021 à 22:30 (CEST)[répondre]
Je sais, mais puisque cette modification a impliqué plusieurs personnes et que ce sujet de discussion existe je préfère passer par ici plutôt que de simplement révoquer. - Espandero (discuter) 14 septembre 2021 à 22:48 (CEST)[répondre]
Révoquer, je dirais non, car d'autres modifications ont été faites depuis, et le court paragraphe qui précédait n'était pas sourcé. Retirer le paragraphe sur les fondations ou le remplacer par un paragraphe sourcé plus international, pourquoi pas, si les autres contributeurs sont d'accord. Ydecreux (discuter) 14 septembre 2021 à 23:32 (CEST)[répondre]
Effectivement j'avais oublié qu'il existait déjà une précision sur ce sujet. Il faudrait alors plutôt déplacer cela sur Énergie éolienne en France, à moins qu'il soit possible d'internationaliser. - Espandero (discuter) 15 septembre 2021 à 00:20 (CEST)[répondre]"
223;éolienne;"En fait la modification a déjà été faite le 1er septembre 2021. Ydecreux (discuter) 14 septembre 2021 à 22:30 (CEST)[répondre]
Je sais, mais puisque cette modification a impliqué plusieurs personnes et que ce sujet de discussion existe je préfère passer par ici plutôt que de simplement révoquer. - Espandero (discuter) 14 septembre 2021 à 22:48 (CEST)[répondre]
Révoquer, je dirais non, car d'autres modifications ont été faites depuis, et le court paragraphe qui précédait n'était pas sourcé. Retirer le paragraphe sur les fondations ou le remplacer par un paragraphe sourcé plus international, pourquoi pas, si les autres contributeurs sont d'accord. Ydecreux (discuter) 14 septembre 2021 à 23:32 (CEST)[répondre]
Effectivement j'avais oublié qu'il existait déjà une précision sur ce sujet. Il faudrait alors plutôt déplacer cela sur Énergie éolienne en France, à moins qu'il soit possible d'internationaliser. - Espandero (discuter) 15 septembre 2021 à 00:20 (CEST)[répondre]"
224;éolienne;"Je sais, mais puisque cette modification a impliqué plusieurs personnes et que ce sujet de discussion existe je préfère passer par ici plutôt que de simplement révoquer. - Espandero (discuter) 14 septembre 2021 à 22:48 (CEST)[répondre]
Révoquer, je dirais non, car d'autres modifications ont été faites depuis, et le court paragraphe qui précédait n'était pas sourcé. Retirer le paragraphe sur les fondations ou le remplacer par un paragraphe sourcé plus international, pourquoi pas, si les autres contributeurs sont d'accord. Ydecreux (discuter) 14 septembre 2021 à 23:32 (CEST)[répondre]
Effectivement j'avais oublié qu'il existait déjà une précision sur ce sujet. Il faudrait alors plutôt déplacer cela sur Énergie éolienne en France, à moins qu'il soit possible d'internationaliser. - Espandero (discuter) 15 septembre 2021 à 00:20 (CEST)[répondre]"
225;éolienne;"Révoquer, je dirais non, car d'autres modifications ont été faites depuis, et le court paragraphe qui précédait n'était pas sourcé. Retirer le paragraphe sur les fondations ou le remplacer par un paragraphe sourcé plus international, pourquoi pas, si les autres contributeurs sont d'accord. Ydecreux (discuter) 14 septembre 2021 à 23:32 (CEST)[répondre]
Effectivement j'avais oublié qu'il existait déjà une précision sur ce sujet. Il faudrait alors plutôt déplacer cela sur Énergie éolienne en France, à moins qu'il soit possible d'internationaliser. - Espandero (discuter) 15 septembre 2021 à 00:20 (CEST)[répondre]"
226;éolienne;Effectivement j'avais oublié qu'il existait déjà une précision sur ce sujet. Il faudrait alors plutôt déplacer cela sur Énergie éolienne en France, à moins qu'il soit possible d'internationaliser. - Espandero (discuter) 15 septembre 2021 à 00:20 (CEST)[répondre]
227;éolienne;"Bonjour, je pense moi aussi que ce paragraphe devrait être déplacée vers Énergie éolienne en France.--Jpjanuel (discuter) 15 septembre 2021 à 12:16 (CEST)[répondre]
D'accord pour un déplacement. Ydecreux (discuter) 15 septembre 2021 à 14:24 (CEST)[répondre]"
228;éolienne;D'accord pour un déplacement. Ydecreux (discuter) 15 septembre 2021 à 14:24 (CEST)[répondre]
229;éolienne;Il s'agit d'un site personnel, donc en principe pas valide comme source, mais on peut se servir des informations qui y figurent et les chercher ailleurs, par exemple ici. Je recommanderai plutôt pour l'article Énergie éolienne en France, cela dit. À noter qu'une photo de cette éolienne figure déjà en haut de l'article (quatrième photo). Ydecreux (discuter) 21 octobre 2021 à 15:00 (CEST)[répondre]
230;éolienne;Bonjour Televore, WP:N'hésitez pas à faire cet ajout vous-même, en n'oubliant pas les WP:SOURCES. D'autres wikipédiens corrigeront si nécessaire. Salutations — Vega (discuter) 17 novembre 2021 à 19:19 (CET)[répondre]
231;éolienne;"Bonjour, Malheureusement cet article est en Semi-protection étendue et je ne suis pas éligible pour le modifier... les règles me demandent de proposer les changements en discussion. Si vous pouvez l'ajouter...  Televore (discuter) 17 novembre 2021 à 19:25 (CET)[répondre]
Bonjour Televore, j'ai complété par une référence secondaire et ajouté la mention demandée à Énergie éolienne#Démantèlement. — Vega (discuter) 25 novembre 2021 à 17:40 (CET)[répondre]
super! Merci beaucoup!!!  Televore (discuter) 25 novembre 2021 à 21:23 (CET)[répondre]"
232;éolienne;"Bonjour, Malheureusement cet article est en Semi-protection étendue et je ne suis pas éligible pour le modifier... les règles me demandent de proposer les changements en discussion. Si vous pouvez l'ajouter...  Televore (discuter) 17 novembre 2021 à 19:25 (CET)[répondre]
Bonjour Televore, j'ai complété par une référence secondaire et ajouté la mention demandée à Énergie éolienne#Démantèlement. — Vega (discuter) 25 novembre 2021 à 17:40 (CET)[répondre]
super! Merci beaucoup!!!  Televore (discuter) 25 novembre 2021 à 21:23 (CET)[répondre]"
233;éolienne;"Bonjour Televore, j'ai complété par une référence secondaire et ajouté la mention demandée à Énergie éolienne#Démantèlement. — Vega (discuter) 25 novembre 2021 à 17:40 (CET)[répondre]
super! Merci beaucoup!!!  Televore (discuter) 25 novembre 2021 à 21:23 (CET)[répondre]"
234;éolienne;super! Merci beaucoup!!!  Televore (discuter) 25 novembre 2021 à 21:23 (CET)[répondre]
